system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,SCL,WVP,hours_from_measurement,ndvi,ndwi,sample_idx,.geo
4353,0.222,0.0405,0.014100000000000001,0.0089,0.0391,0.058800000000000005,0.031100000000000003,0.0776,0.0475,0.050100000000000006,0.0364,0.028200000000000003,0.0729,0.0,7,5.022,43.479546944444444,0.0785185185185185,0.23529411764705885,7522,"{""type"":""MultiPoint"",""coordinates"":[]}"
4354,0.222,0.0405,0.014100000000000001,0.0089,0.0391,0.058800000000000005,0.031100000000000003,0.0776,0.0475,0.050100000000000006,0.0364,0.028200000000000003,0.0729,0.0,7,5.022,53.34621361111111,0.0785185185185185,0.23529411764705885,7525,"{""type"":""MultiPoint"",""coordinates"":[]}"
4355,0.47200000000000003,0.0692,0.030500000000000003,0.018000000000000002,0.0683,0.0898,0.0606,0.11720000000000001,0.10830000000000001,0.10740000000000001,0.0927,0.0804,0.1048,0.0,7,2.81,44.21402972222222,0.2093933463796478,-0.01589041095890411,7837,"{""type"":""MultiPoint"",""coordinates"":[]}"
4356,0.47200000000000003,0.0692,0.030500000000000003,0.018000000000000002,0.0683,0.0898,0.0606,0.11720000000000001,0.10830000000000001,0.10740000000000001,0.0927,0.0804,0.1048,0.0,7,2.81,53.01402972222222,0.2093933463796478,-0.01589041095890411,7838,"{""type"":""MultiPoint"",""coordinates"":[]}"
4357,0.377,0.077,0.032600000000000004,0.020200000000000003,0.0776,0.0966,0.06430000000000001,0.12290000000000001,0.1114,0.1145,0.0976,0.08170000000000001,0.09040000000000001,0.0,7,2.7680000000000002,68.8555413888889,0.20568252007411977,-0.0051493305870236915,8153,"{""type"":""MultiPoint"",""coordinates"":[]}"
4358,0.377,0.077,0.032600000000000004,0.020200000000000003,0.0776,0.0966,0.06430000000000001,0.12290000000000001,0.1114,0.1145,0.0976,0.08170000000000001,0.09040000000000001,0.0,7,2.7680000000000002,77.52220805555555,0.20568252007411977,-0.0051493305870236915,8154,"{""type"":""MultiPoint"",""coordinates"":[]}"
4359,0.426,0.042300000000000004,0.016800000000000002,0.0099,0.04,0.054200000000000005,0.034800000000000005,0.0666,0.051500000000000004,0.0523,0.0407,0.038200000000000005,0.021400000000000002,0.0,7,3.785,19.89721777777778,0.07814569536423834,0.14225500526870394,5310,"{""type"":""MultiPoint"",""coordinates"":[]}"
4360,0.426,0.042300000000000004,0.016800000000000002,0.0099,0.04,0.054200000000000005,0.034800000000000005,0.0666,0.051500000000000004,0.0523,0.0407,0.038200000000000005,0.021400000000000002,0.0,7,3.785,30.013884444444443,0.07814569536423834,0.14225500526870394,5323,"{""type"":""MultiPoint"",""coordinates"":[]}"
4361,0.126,0.35910000000000003,0.2237,0.1889,0.313,0.32280000000000003,0.3158,0.3446,0.3673,0.38530000000000003,0.3607,0.394,0.5680000000000001,1.0,9,1.183,44.19854472222222,0.06637102734663708,-0.05544989027066568,5502,"{""type"":""MultiPoint"",""coordinates"":[]}"
4362,0.126,0.35910000000000003,0.2237,0.1889,0.313,0.32280000000000003,0.3158,0.3446,0.3673,0.38530000000000003,0.3607,0.394,0.5680000000000001,1.0,9,1.183,54.515211388888886,0.06637102734663708,-0.05544989027066568,5508,"{""type"":""MultiPoint"",""coordinates"":[]}"
4363,0.324,0.0912,0.0298,0.015600000000000001,0.08750000000000001,0.0945,0.0708,0.1019,0.0915,0.09620000000000001,0.08170000000000001,0.07590000000000001,0.0956,0.0,5,2.356,44.6464775,0.07147540983606561,0.07264472190692389,5714,"{""type"":""MultiPoint"",""coordinates"":[]}"
4364,0.324,0.0912,0.0298,0.015600000000000001,0.08750000000000001,0.0945,0.0708,0.1019,0.0915,0.09620000000000001,0.08170000000000001,0.07590000000000001,0.0956,0.0,5,2.356,52.9464775,0.07147540983606561,0.07264472190692389,5715,"{""type"":""MultiPoint"",""coordinates"":[]}"
4365,0.33,0.32030000000000003,0.2898,0.22760000000000002,0.32380000000000003,0.3224,0.2967,0.3388,0.38530000000000003,0.39180000000000004,0.37770000000000004,0.3876,0.4711,0.8300000000000001,8,3.303,20.83125111111111,0.1201067615658363,-0.0789887158977289,5933,"{""type"":""MultiPoint"",""coordinates"":[]}"
4366,0.33,0.32030000000000003,0.2898,0.22760000000000002,0.32380000000000003,0.3224,0.2967,0.3388,0.38530000000000003,0.39180000000000004,0.37770000000000004,0.3876,0.4711,0.8300000000000001,8,3.303,29.047917777777776,0.1201067615658363,-0.0789887158977289,5936,"{""type"":""MultiPoint"",""coordinates"":[]}"
4367,0.324,0.09050000000000001,0.1106,0.07010000000000001,0.09240000000000001,0.101,0.08370000000000001,0.1226,0.1511,0.16570000000000001,0.1621,0.1635,0.1409,0.0,5,2.384,53.0464775,0.31895850284784366,-0.23223109083998475,5720,"{""type"":""MultiPoint"",""coordinates"":[]}"
4368,0.33,0.4955,0.3378,0.2641,0.4572,0.43160000000000004,0.39430000000000004,0.432,0.44420000000000004,0.4428,0.4318,0.436,0.6411,1.0,9,3.303,20.964584444444444,0.045394020094419535,-2.3164234422049797E-4,5934,"{""type"":""MultiPoint"",""coordinates"":[]}"
4369,0.33,0.4955,0.3378,0.2641,0.4572,0.43160000000000004,0.39430000000000004,0.432,0.44420000000000004,0.4428,0.4318,0.436,0.6411,1.0,9,3.303,29.114584444444443,0.045394020094419535,-2.3164234422049797E-4,5937,"{""type"":""MultiPoint"",""coordinates"":[]}"
4370,0.504,0.0454,0.11370000000000001,0.07830000000000001,0.057100000000000005,0.0823,0.0664,0.1109,0.1206,0.1336,0.132,0.1353,0.117,0.0,5,3.287,92.84729027777777,0.33064516129032256,-0.23191787214185725,6152,"{""type"":""MultiPoint"",""coordinates"":[]}"
