sample_idx,sample_dt,pond_id,region,farm,morning,hour,do_mg_per_L,ph,turbidity_cm,ammonia_mg_per_L,do_winkler,prev_matches_time,prev_sample_dt,prev_do_mg_per_L,prev_ph,prev_turbidity_cm,prev_ammonia_mg_per_L,prev_individuals_air_gulping,prev_individuals_tail_splashing,prev_dead_fish,prev_feed_amount_kg,prev_stocking_density_per_acre,prev_weight,prev_species_catla,prev_species_rohu,prev_species_roopchand,prev_species_grass_carp,prev_species_pangasius,prev_species_whiteleg_shrimp
522,2021-12-04 06:45:00+05:30,WG-NRO1,WG,WG-NRO,True,6,4.8,7.87,21.0,0.05,False,True,2021-11-16 09:33:00+05:30,4.3,8.51,17.0,0.0,,,,1350.0,,,,,,,,
526,2021-12-04 16:30:00+05:30,WG-NRO1,WG,WG-NRO,False,16,11.0,8.31,23.0,,False,True,2021-11-16 17:54:00+05:30,9.8,8.08,17.0,,,,,,,,,,,,,
603,2021-12-21 07:45:00+05:30,WG-NRO1,WG,WG-NRO,True,7,1.6,7.79,21.0,0.05,False,True,2021-12-04 06:45:00+05:30,4.8,7.87,21.0,0.05,,,,1350.0,,,,,,,,
608,2021-12-21 17:23:00+05:30,WG-NRO1,WG,WG-NRO,False,17,6.8,7.93,23.0,,False,True,2021-12-04 16:30:00+05:30,11.0,8.31,23.0,,,,,,,,,,,,,
703,2022-01-05 07:05:00+05:30,WG-NRO1,WG,WG-NRO,True,7,3.3,7.64,27.0,0.05,False,True,2021-12-21 07:45:00+05:30,1.6,7.79,21.0,0.05,,,,1350.0,,,,,,,,
715,2022-01-05 17:45:00+05:30,WG-NRO1,WG,WG-NRO,False,17,8.4,7.99,28.0,,False,True,2021-12-21 17:23:00+05:30,6.8,7.93,23.0,,,,,,,,,,,,,
817,2022-01-22 06:54:00+05:30,WG-NRO1,WG,WG-NRO,True,6,4.1,7.74,25.0,0.0,False,True,2022-01-05 07:05:00+05:30,3.3,7.64,27.0,0.05,,,,1500.0,,,,,,,,
830,2022-01-22 17:40:00+05:30,WG-NRO1,WG,WG-NRO,False,17,8.3,8.13,29.0,,False,True,2022-01-05 17:45:00+05:30,8.4,7.99,28.0,,,,,,,,,,,,,
928,2022-02-08 06:51:00+05:30,WG-NRO1,WG,WG-NRO,True,6,4.6,7.83,25.0,0.0,False,True,2022-01-22 06:54:00+05:30,4.1,7.74,25.0,0.0,,,,1500.0,,,,,,,,
933,2022-02-08 16:39:00+05:30,WG-NRO1,WG,WG-NRO,False,16,8.4,7.96,28.0,,False,True,2022-01-22 17:40:00+05:30,8.3,8.13,29.0,,,,,,,,,,,,,
1045,2022-02-24 08:45:00+05:30,WG-NRO1,WG,WG-NRO,True,8,3.2,7.81,,0.04,False,True,2022-02-08 06:51:00+05:30,4.6,7.83,25.0,0.0,,,,1400.0,,,,,,,,
1052,2022-02-24 17:52:00+05:30,WG-NRO1,WG,WG-NRO,False,17,8.4,8.09,,,False,True,2022-02-08 16:39:00+05:30,8.4,7.96,28.0,,,,,,,,,,,,,
1156,2022-03-11 06:41:00+05:30,WG-NRO1,WG,WG-NRO,True,6,3.8,8.25,26.0,0.01,False,True,2022-02-24 08:45:00+05:30,3.2,7.81,,0.04,,,,,,,,,,,,
1161,2022-03-11 16:35:00+05:30,WG-NRO1,WG,WG-NRO,False,16,8.4,8.41,25.0,0.01,False,True,2022-02-24 17:52:00+05:30,8.4,8.09,,,,,,,,,,,,,,
1255,2022-03-26 06:47:00+05:30,WG-NRO1,WG,WG-NRO,True,6,3.4,8.05,24.0,0.05,False,True,2022-03-11 06:41:00+05:30,3.8,8.25,26.0,0.01,,,,,,,,,,,,
1260,2022-03-26 16:48:00+05:30,WG-NRO1,WG,WG-NRO,False,16,8.7,8.31,24.0,0.05,False,True,2022-03-11 16:35:00+05:30,8.4,8.41,25.0,0.01,,,,,,,,,,,,
1372,2022-04-12 07:43:00+05:30,WG-NRO1,WG,WG-NRO,True,7,2.0,8.17,26.0,0.3,True,True,2022-03-26 06:47:00+05:30,3.4,8.05,24.0,0.05,,,,,,,,,,,,
1620,2022-05-18 07:27:00+05:30,WG-NRO1,WG,WG-NRO,True,7,1.6,8.19,28.0,0.28,False,True,2022-04-12 07:43:00+05:30,2.0,8.17,26.0,0.3,,,,1500.0,2139.0,,,,,,,
1623,2022-05-18 16:53:00+05:30,WG-NRO1,WG,WG-NRO,False,16,12.6,8.52,30.0,0.28,False,True,2022-03-26 16:48:00+05:30,8.7,8.31,24.0,0.05,,,,,,,,,,,,
1819,2022-06-09 07:54:00+05:30,WG-NRO1,WG,WG-NRO,True,7,2.7,8.29,28.0,0.27,False,True,2022-05-18 07:27:00+05:30,1.6,8.19,28.0,0.28,,,,1300.0,2139.0,,,,,,,
1823,2022-06-09 17:23:00+05:30,WG-NRO1,WG,WG-NRO,False,17,8.1,8.47,30.0,0.44,False,True,2022-05-18 16:53:00+05:30,12.6,8.52,30.0,0.28,,,,1300.0,2139.0,,,,,,,
2025,2022-07-13 07:36:00+05:30,WG-NRO1,WG,WG-NRO,True,7,4.7,8.21,30.0,0.14,False,True,2022-06-09 07:54:00+05:30,2.7,8.29,28.0,0.27,,,,1500.0,2139.0,,,,,,,
2030,2022-07-13 16:33:00+05:30,WG-NRO1,WG,WG-NRO,False,16,6.8,8.28,30.0,0.16,False,True,2022-06-09 17:23:00+05:30,8.1,8.47,30.0,0.44,,,,1500.0,2139.0,,,,,,,
2107,2022-07-29 07:27:00+05:30,WG-NRO1,WG,WG-NRO,True,7,1.9,8.5,30.0,0.34,False,True,2022-07-13 07:36:00+05:30,4.7,8.21,30.0,0.14,,,,1800.0,2139.0,,,,,,,
2112,2022-07-29 16:39:00+05:30,WG-NRO1,WG,WG-NRO,False,16,8.3,8.64,30.0,0.64,False,True,2022-07-13 16:33:00+05:30,6.8,8.28,30.0,0.16,,,,1800.0,2139.0,,,,,,,
2262,2022-08-17 07:54:00+05:30,WG-NRO1,WG,WG-NRO,True,7,4.0,8.43,25.0,0.21,False,True,2022-07-29 07:27:00+05:30,1.9,8.5,30.0,0.34,,,,1800.0,2139.0,,,,,,,
2271,2022-08-17 17:09:00+05:30,WG-NRO1,WG,WG-NRO,False,17,14.5,8.63,28.0,0.33,False,True,2022-07-29 16:39:00+05:30,8.3,8.64,30.0,0.64,,,,1800.0,2139.0,,,,,,,
2465,2022-09-21 07:18:00+05:30,WG-NRO1,WG,WG-NRO,True,7,2.5,8.14,24.0,,False,True,2022-08-17 07:54:00+05:30,4.0,8.43,25.0,0.21,,,,1800.0,2100.0,,,,,,,
2477,2022-09-21 17:49:00+05:30,WG-NRO1,WG,WG-NRO,False,17,4.8,8.29,27.0,,False,True,2022-08-17 17:09:00+05:30,14.5,8.63,28.0,0.33,,,,1800.0,2100.0,,,,,,,
2595,2022-10-13 07:42:00+05:30,WG-NRO1,WG,WG-NRO,True,7,1.5,8.14,24.0,0.06,False,True,2022-09-21 07:18:00+05:30,2.5,8.14,24.0,,,,,1800.0,2100.0,,,,,,,
2587,2022-10-13 16:45:00+05:30,WG-NRO1,WG,WG-NRO,False,16,11.1,8.35,28.0,0.06,False,True,2022-09-21 17:49:00+05:30,4.8,8.29,27.0,,,,,1800.0,2100.0,,,,,,,
2666,2022-10-27 07:18:00+05:30,WG-NRO1,WG,WG-NRO,True,7,3.3,7.92,27.0,0.32,False,True,2022-10-13 07:42:00+05:30,1.5,8.14,24.0,0.06,,,,1200.0,2100.0,,,,,,,
2715,2022-11-10 07:20:00+05:30,WG-NRO1,WG,WG-NRO,True,7,2.2,7.96,25.0,0.44,False,True,2022-10-27 07:18:00+05:30,3.3,7.92,27.0,0.32,,,,,2100.0,,True,True,False,False,False,False
3018,2023-01-03 07:41:00+05:30,WG-NRO1,WG,WG-NRO,True,7,1.5,7.74,30.0,0.16,False,True,2022-11-10 07:20:00+05:30,2.2,7.96,25.0,0.44,,,,2000.0,2100.0,,True,True,False,False,False,False
3025,2023-01-03 16:13:00+05:30,WG-NRO1,WG,WG-NRO,False,16,12.0,8.13,,,False,True,2022-10-13 16:45:00+05:30,11.1,8.35,28.0,0.06,,,,1200.0,2100.0,,True,True,False,False,False,False
3217,2023-02-02 07:13:00+05:30,WG-NRO1,WG,WG-NRO,True,7,1.6,8.1,24.0,0.09,False,True,2023-01-03 07:41:00+05:30,1.5,7.74,30.0,0.16,,,,1500.0,2000.0,,True,True,False,False,False,False
3222,2023-02-02 16:27:00+05:30,WG-NRO1,WG,WG-NRO,False,16,16.5,8.5,,,False,True,2023-01-03 16:13:00+05:30,12.0,8.13,,,,,,,,,,,,,,
4569,2023-07-10 07:18:00+05:30,WG-NRO1,WG,WG-NRO,True,7,4.0,8.0,25.0,0.18,False,True,2023-02-02 07:13:00+05:30,1.6,8.1,24.0,0.09,0.0,0.0,,860.0,2100.0,,True,True,False,False,False,False
4572,2023-07-10 17:10:00+05:30,WG-NRO1,WG,WG-NRO,False,17,10.2,8.4,,,False,True,2023-02-02 16:27:00+05:30,16.5,8.5,,,0.0,0.0,,,,,,,,,,
4702,2023-08-09 06:54:00+05:30,WG-NRO1,WG,WG-NRO,True,6,0.2,7.9,22.0,0.56,False,True,2023-07-10 07:18:00+05:30,4.0,8.0,25.0,0.18,0.0,0.0,0.0,3300.0,2500.0,,True,True,False,False,False,False
4706,2023-08-09 16:59:00+05:30,WG-NRO1,WG,WG-NRO,False,16,8.4,8.0,,,False,True,2023-07-10 17:10:00+05:30,10.2,8.4,,,0.0,14.0,,,,,,,,,,
5245,2023-10-30 06:53:00+05:30,WG-NRO1,WG,WG-NRO,True,6,3.6,8.36,28.0,0.0,False,True,2023-08-09 06:54:00+05:30,0.2,7.9,22.0,0.56,0.0,0.0,0.0,2400.0,2500.0,900.0,True,True,False,False,False,False
5258,2023-10-30 16:58:00+05:30,WG-NRO1,WG,WG-NRO,False,16,11.8,8.48,,,False,True,2023-08-09 16:59:00+05:30,8.4,8.0,,,0.0,1.0,,,,,,,,,,
5431,2023-11-28 06:58:00+05:30,WG-NRO1,WG,WG-NRO,True,6,3.8,8.25,23.0,0.12,False,True,2023-10-30 06:53:00+05:30,3.6,8.36,28.0,0.0,0.0,0.0,0.0,2200.0,2500.0,,True,True,False,False,False,False
5436,2023-11-28 16:42:00+05:30,WG-NRO1,WG,WG-NRO,False,16,9.6,8.46,,,False,True,2023-10-30 16:58:00+05:30,11.8,8.48,,,0.0,0.0,,,,,,,,,,
5594,2023-12-15 06:45:00+05:30,WG-NRO1,WG,WG-NRO,True,6,3.0,7.86,23.0,0.17,False,True,2023-11-28 06:58:00+05:30,3.8,8.25,23.0,0.12,0.0,0.0,0.0,2200.0,2500.0,,False,True,False,False,False,False
5595,2023-12-15 16:11:00+05:30,WG-NRO1,WG,WG-NRO,False,16,10.7,8.36,,,False,True,2023-11-28 16:42:00+05:30,9.6,8.46,,,0.0,0.0,,,,,,,,,,
5843,2024-01-22 07:10:00+05:30,WG-NRO1,WG,WG-NRO,True,7,3.1,8.08,30.0,0.08,False,True,2023-12-15 06:45:00+05:30,3.0,7.86,23.0,0.17,0.0,0.0,0.0,2200.0,2500.0,,True,True,False,False,False,False
5845,2024-01-22 16:03:00+05:30,WG-NRO1,WG,WG-NRO,False,16,9.7,8.48,,,False,True,2023-12-15 16:11:00+05:30,10.7,8.36,,,0.0,0.0,0.0,,,,True,True,False,False,False,False
6059,2024-02-19 07:37:00+05:30,WG-NRO1,WG,WG-NRO,True,7,2.4,8.23,28.0,0.19,False,True,2024-01-22 07:10:00+05:30,3.1,8.08,30.0,0.08,0.0,0.0,0.0,2200.0,2500.0,,True,True,False,False,False,False
6060,2024-02-19 16:25:00+05:30,WG-NRO1,WG,WG-NRO,False,16,11.1,8.47,,,False,True,2024-01-22 16:03:00+05:30,9.7,8.48,,,0.0,0.0,0.0,,2500.0,,True,True,False,False,False,False
6230,2024-03-14 07:10:00+05:30,WG-NRO1,WG,WG-NRO,True,7,4.0,8.17,26.0,0.19,True,True,2024-02-19 07:37:00+05:30,2.4,8.23,28.0,0.19,0.0,0.0,0.0,2200.0,2500.0,,True,True,False,False,False,False
6231,2024-03-14 15:38:00+05:30,WG-NRO1,WG,WG-NRO,False,15,11.6,8.28,,,True,True,2024-02-19 16:25:00+05:30,11.1,8.47,,,0.0,0.0,0.0,,2500.0,,True,True,False,False,False,False
6370,2024-04-05 06:28:00+05:30,WG-NRO1,WG,WG-NRO,True,6,4.0,8.05,28.0,0.09,True,True,2024-03-14 07:10:00+05:30,4.0,8.17,26.0,0.19,0.0,0.0,0.0,2200.0,2500.0,0.0,True,True,False,False,False,False
6371,2024-04-05 16:02:00+05:30,WG-NRO1,WG,WG-NRO,False,16,10.8,8.27,,,True,True,2024-03-14 15:38:00+05:30,11.6,8.28,,,0.0,0.0,0.0,,2500.0,,True,True,False,False,False,False
6620,2024-05-07 06:49:00+05:30,WG-NRO1,WG,WG-NRO,True,6,4.1,8.06,21.0,0.37,True,True,2024-04-05 06:28:00+05:30,4.0,8.05,28.0,0.09,0.0,0.0,0.0,2200.0,2968.0,,True,True,False,False,False,False
6661,2024-05-14 06:01:00+05:30,WG-NRO1,WG,WG-NRO,True,6,3.4,8.03,23.0,0.18,True,True,2024-05-07 06:49:00+05:30,4.1,8.06,21.0,0.37,0.0,0.0,0.0,2200.0,2968.0,,True,True,False,False,False,False
6662,2024-05-14 16:15:00+05:30,WG-NRO1,WG,WG-NRO,False,16,10.2,8.37,,,True,True,2024-04-05 16:02:00+05:30,10.8,8.27,,,0.0,0.0,0.0,,2968.0,,True,True,False,False,False,False
6883,2024-06-17 06:02:00+05:30,WG-NRO1,WG,WG-NRO,True,6,4.7,8.3,24.0,0.23,True,True,2024-05-14 06:01:00+05:30,3.4,8.03,23.0,0.18,0.0,0.0,0.0,2200.0,2968.0,,True,True,False,False,False,False
7256,2024-09-05 06:26:00+05:30,WG-NRO1,WG,WG-NRO,True,6,3.7,8.21,29.0,0.25,True,True,2024-06-17 06:02:00+05:30,4.7,8.3,24.0,0.23,0.0,0.0,0.0,2200.0,2968.0,,True,True,False,False,False,False
7651,2024-10-17 07:25:00+05:30,WG-NRO1,WG,WG-NRO,True,7,3.0,7.98,27.0,0.68,True,True,2024-09-05 06:26:00+05:30,3.7,8.21,29.0,0.25,0.0,0.0,0.0,1500.0,2729.0,,True,True,False,False,False,False
7662,2024-10-17 16:22:00+05:30,WG-NRO1,WG,WG-NRO,False,16,9.2,8.24,,,True,True,2024-05-14 16:15:00+05:30,10.2,8.37,,,0.0,0.0,0.0,,2968.0,,True,True,False,False,False,False
7802,2024-11-09 07:49:00+05:30,WG-NRO1,WG,WG-NRO,True,7,3.7,8.25,24.0,0.46,True,True,2024-10-17 07:25:00+05:30,3.0,7.98,27.0,0.68,0.0,0.0,0.0,1500.0,2729.0,,True,True,False,False,False,False
7805,2024-11-09 16:01:00+05:30,WG-NRO1,WG,WG-NRO,False,16,11.4,8.46,,,True,True,2024-10-17 16:22:00+05:30,9.2,8.24,,,0.0,10.0,0.0,,2729.0,700.0,True,True,False,False,False,False
8118,2024-12-10 07:37:00+05:30,WG-NRO1,WG,WG-NRO,True,7,3.5,8.26,,0.22,True,True,2024-11-09 07:49:00+05:30,3.7,8.25,24.0,0.46,0.0,0.0,0.0,2000.0,2729.0,900.0,True,True,False,False,False,False
8119,2024-12-10 15:58:00+05:30,WG-NRO1,WG,WG-NRO,False,15,9.7,8.41,,,True,True,2024-11-09 16:01:00+05:30,11.4,8.46,,,0.0,0.0,0.0,,2729.0,900.0,True,True,False,False,False,False
8096,2024-12-06 07:38:00+05:30,WG-NRR1,WG,WG-NRR,True,7,3.9,8.33,,0.46,True,,,,,,,,,,,,,,,,,,
8097,2024-12-06 15:40:00+05:30,WG-NRR1,WG,WG-NRR,False,15,10.8,8.49,,,True,,,,,,,,,,,,,,,,,,
8327,2024-12-28 06:36:00+05:30,WG-NRR1,WG,WG-NRR,True,6,3.5,8.0,,0.24,True,True,2024-12-06 07:38:00+05:30,3.9,8.33,,0.46,0.0,0.0,0.0,850.0,2381.0,,True,True,False,False,False,False
8328,2024-12-28 15:42:00+05:30,WG-NRR1,WG,WG-NRR,False,15,11.2,8.39,,,True,True,2024-12-06 15:40:00+05:30,10.8,8.49,,,0.0,0.0,0.0,,2381.0,,True,True,False,False,False,False
8098,2024-12-06 07:22:00+05:30,WG-NRR2,WG,WG-NRR,True,7,3.4,8.24,,0.39,True,,,,,,,,,,,,,,,,,,
8099,2024-12-06 15:32:00+05:30,WG-NRR2,WG,WG-NRR,False,15,10.3,8.34,,,True,,,,,,,,,,,,,,,,,,
8329,2024-12-28 06:54:00+05:30,WG-NRR2,WG,WG-NRR,True,6,4.0,8.14,,0.33,True,True,2024-12-06 07:22:00+05:30,3.4,8.24,,0.39,0.0,0.0,0.0,1500.0,2128.0,,True,True,False,False,False,False
8330,2024-12-28 15:55:00+05:30,WG-NRR2,WG,WG-NRR,False,15,10.9,8.36,,,True,True,2024-12-06 15:32:00+05:30,10.3,8.34,,,0.0,0.0,0.0,,2128.0,,True,True,False,False,False,False
8028,2024-11-29 07:45:00+05:30,WG-NSM3,WG,WG-NSM,True,7,4.3,8.02,,,True,,,,,,,,,,,,,,,,,,
8029,2024-11-29 15:45:00+05:30,WG-NSM3,WG,WG-NSM,False,15,8.4,8.39,,,True,,,,,,,,,,,,,,,,,,
8234,2024-12-18 07:05:00+05:30,WG-NSM3,WG,WG-NSM,True,7,3.2,8.02,,0.31,True,True,2024-11-29 07:45:00+05:30,4.3,8.02,,,0.0,0.0,0.0,1250.0,2516.0,,True,True,False,False,False,False
3333,2023-02-17 07:59:00+05:30,WG-NSR1,WG,WG-NSR,True,7,2.2,8.0,22.0,0.12,False,,,,,,,,,,,,,,,,,,
3340,2023-02-17 16:18:00+05:30,WG-NSR1,WG,WG-NSR,False,16,11.2,8.4,,,False,,,,,,,,,,,,,,,,,,
3552,2023-03-23 07:27:00+05:30,WG-NSR1,WG,WG-NSR,True,7,1.3,8.1,30.0,0.09,False,True,2023-02-17 07:59:00+05:30,2.2,8.0,22.0,0.12,0.0,0.0,0.0,2400.0,2100.0,,True,True,False,False,False,False
3557,2023-03-23 16:29:00+05:30,WG-NSR1,WG,WG-NSR,False,16,8.9,8.1,,,False,True,2023-02-17 16:18:00+05:30,11.2,8.4,,,0.0,0.0,,,,,,,,,,
3946,2023-04-26 07:34:00+05:30,WG-NSR1,WG,WG-NSR,True,7,3.7,8.4,27.0,0.08,False,True,2023-03-23 07:27:00+05:30,1.3,8.1,30.0,0.09,0.0,30.0,0.0,2400.0,2100.0,1000.0,True,True,False,False,False,False
3952,2023-04-26 16:39:00+05:30,WG-NSR1,WG,WG-NSR,False,16,8.8,8.4,,,False,True,2023-03-23 16:29:00+05:30,8.9,8.1,,,0.0,30.0,,,,,,,,,,
4539,2023-06-27 07:39:00+05:30,WG-NSR1,WG,WG-NSR,True,7,1.5,8.4,20.0,0.11,False,True,2023-04-26 07:34:00+05:30,3.7,8.4,27.0,0.08,0.0,0.0,0.0,2400.0,2100.0,,True,True,False,False,False,False
4543,2023-06-27 17:18:00+05:30,WG-NSR1,WG,WG-NSR,False,17,8.3,8.5,,,False,True,2023-04-26 16:39:00+05:30,8.8,8.4,,,0.0,0.0,,,,,,,,,,
4680,2023-08-02 07:32:00+05:30,WG-NSR1,WG,WG-NSR,True,7,3.6,8.6,22.0,0.04,False,True,2023-06-27 07:39:00+05:30,1.5,8.4,20.0,0.11,0.0,2.0,0.0,1800.0,2200.0,300.0,True,True,False,False,False,False
4683,2023-08-02 16:52:00+05:30,WG-NSR1,WG,WG-NSR,False,16,8.1,8.6,,,False,True,2023-06-27 17:18:00+05:30,8.3,8.5,,,0.0,0.0,,,,,,,,,,
4823,2023-08-29 07:13:00+05:30,WG-NSR1,WG,WG-NSR,True,7,3.5,8.4,21.0,0.24,False,True,2023-08-02 07:32:00+05:30,3.6,8.6,22.0,0.04,0.0,0.0,0.0,1920.0,2200.0,,True,True,False,False,False,False
4835,2023-08-29 17:15:00+05:30,WG-NSR1,WG,WG-NSR,False,17,9.0,8.5,,,False,True,2023-08-02 16:52:00+05:30,8.1,8.6,,,0.0,0.0,,,,,,,,,,
5054,2023-10-05 07:02:00+05:30,WG-NSR1,WG,WG-NSR,True,7,2.0,8.29,26.0,0.51,False,True,2023-08-29 07:13:00+05:30,3.5,8.4,21.0,0.24,0.0,0.0,0.0,2400.0,2200.0,,True,True,False,False,False,False
5063,2023-10-05 17:09:00+05:30,WG-NSR1,WG,WG-NSR,False,17,7.5,8.52,,,False,True,2023-08-29 17:15:00+05:30,9.0,8.5,,,0.0,16.0,,,,,,,,,,
5363,2023-11-25 06:25:00+05:30,WG-NSR1,WG,WG-NSR,True,6,4.2,8.21,29.0,0.42,False,True,2023-10-05 07:02:00+05:30,2.0,8.29,26.0,0.51,0.0,0.0,0.0,2000.0,2200.0,1000.0,True,True,False,False,False,False
5374,2023-11-25 17:30:00+05:30,WG-NSR1,WG,WG-NSR,False,17,10.8,8.38,,,False,True,2023-10-05 17:09:00+05:30,7.5,8.52,,,0.0,8.0,,,,,,,,,,
5549,2023-12-13 06:45:00+05:30,WG-NSR1,WG,WG-NSR,True,6,3.4,8.21,26.0,0.41,False,True,2023-11-25 06:25:00+05:30,4.2,8.21,29.0,0.42,0.0,0.0,0.0,2250.0,2200.0,970.0,True,True,False,False,False,False
5553,2023-12-13 16:38:00+05:30,WG-NSR1,WG,WG-NSR,False,16,11.8,8.46,,,False,True,2023-11-25 17:30:00+05:30,10.8,8.38,,,0.0,8.0,,,,,,,,,,
5819,2024-01-10 07:15:00+05:30,WG-NSR1,WG,WG-NSR,True,7,3.8,8.21,28.0,0.4,False,True,2023-12-13 06:45:00+05:30,3.4,8.21,26.0,0.41,0.0,0.0,0.0,2250.0,,,,,,,,
5824,2024-01-10 16:28:00+05:30,WG-NSR1,WG,WG-NSR,False,16,10.9,8.39,,,False,True,2023-12-13 16:38:00+05:30,11.8,8.46,,,0.0,0.0,0.0,,,,,,,,,
6282,2024-03-12 07:30:00+05:30,WG-NSR1,WG,WG-NSR,True,7,3.4,8.29,28.0,0.36,True,True,2024-01-10 07:15:00+05:30,3.8,8.21,28.0,0.4,0.0,0.0,0.0,2250.0,2200.0,,True,True,False,False,False,False
6283,2024-03-12 16:10:00+05:30,WG-NSR1,WG,WG-NSR,False,16,8.9,8.43,,,True,True,2024-01-10 16:28:00+05:30,10.9,8.39,,,0.0,0.0,0.0,,2200.0,,True,True,False,False,False,False
6378,2024-04-06 06:27:00+05:30,WG-NSR1,WG,WG-NSR,True,6,3.9,8.19,30.0,0.16,True,True,2024-03-12 07:30:00+05:30,3.4,8.29,28.0,0.36,0.0,0.0,0.0,1500.0,2189.0,,True,True,False,False,False,False
6385,2024-04-06 16:35:00+05:30,WG-NSR1,WG,WG-NSR,False,16,8.6,8.44,,,True,True,2024-03-12 16:10:00+05:30,8.9,8.43,,,0.0,0.0,0.0,,2189.0,,True,True,False,False,False,False
6625,2024-05-06 06:15:00+05:30,WG-NSR1,WG,WG-NSR,True,6,4.2,8.11,28.0,0.26,True,True,2024-04-06 06:27:00+05:30,3.9,8.19,30.0,0.16,0.0,0.0,0.0,1980.0,2189.0,,True,True,False,False,False,False
6627,2024-05-06 16:45:00+05:30,WG-NSR1,WG,WG-NSR,False,16,10.1,8.44,,,True,True,2024-04-06 16:35:00+05:30,8.6,8.44,,,0.0,0.0,0.0,,2189.0,,True,True,False,False,False,False
6823,2024-06-10 06:30:00+05:30,WG-NSR1,WG,WG-NSR,True,6,4.6,8.3,29.0,0.36,True,True,2024-05-06 06:15:00+05:30,4.2,8.11,28.0,0.26,0.0,0.0,0.0,1980.0,2189.0,,True,True,False,False,False,False
7108,2024-08-13 07:25:00+05:30,WG-NSR1,WG,WG-NSR,True,7,1.0,8.32,20.0,0.14,True,True,2024-06-10 06:30:00+05:30,4.6,8.3,29.0,0.36,0.0,0.0,0.0,1980.0,2189.0,,True,True,False,False,False,False
7111,2024-08-13 17:05:00+05:30,WG-NSR1,WG,WG-NSR,False,17,17.2,8.49,,,True,True,2024-05-06 16:45:00+05:30,10.1,8.44,,,0.0,0.0,0.0,,2189.0,,True,True,False,False,False,False
7539,2024-10-04 07:15:00+05:30,WG-NSR1,WG,WG-NSR,True,7,4.5,8.48,30.0,0.21,True,True,2024-08-13 07:25:00+05:30,1.0,8.32,20.0,0.14,0.0,0.0,0.0,2500.0,2189.0,1000.0,True,True,False,False,False,False
7544,2024-10-04 16:32:00+05:30,WG-NSR1,WG,WG-NSR,False,16,11.2,8.5,,,True,True,2024-08-13 17:05:00+05:30,17.2,8.49,,,0.0,0.0,0.0,,2189.0,,True,True,False,False,False,False
7866,2024-11-14 06:45:00+05:30,WG-NSR1,WG,WG-NSR,True,6,3.8,8.11,29.0,0.12,True,True,2024-10-04 07:15:00+05:30,4.5,8.48,30.0,0.21,0.0,0.0,0.0,2000.0,2189.0,250.0,True,True,False,False,False,False
7868,2024-11-14 16:20:00+05:30,WG-NSR1,WG,WG-NSR,False,16,11.9,8.43,,,True,True,2024-10-04 16:32:00+05:30,11.2,8.5,,,0.0,0.0,0.0,,2189.0,250.0,True,True,False,False,False,False
8078,2024-12-04 07:18:00+05:30,WG-NSR1,WG,WG-NSR,True,7,4.2,8.04,,0.34,True,True,2024-11-14 06:45:00+05:30,3.8,8.11,29.0,0.12,0.0,0.0,0.0,1155.0,2189.0,300.0,True,True,False,False,False,False
8080,2024-12-04 15:34:00+05:30,WG-NSR1,WG,WG-NSR,False,15,8.7,8.34,,,True,True,2024-11-14 16:20:00+05:30,11.9,8.43,,,0.0,0.0,0.0,,2189.0,,True,True,False,False,False,False
8218,2024-12-17 06:35:00+05:30,WG-NSR1,WG,WG-NSR,True,6,3.2,7.67,,0.26,True,True,2024-12-04 07:18:00+05:30,4.2,8.04,,0.34,0.0,0.0,0.0,1375.0,2189.0,300.0,True,True,False,False,False,False
8221,2024-12-17 15:34:00+05:30,WG-NSR1,WG,WG-NSR,False,15,8.7,8.29,,,True,True,2024-12-04 15:34:00+05:30,8.7,8.34,,,0.0,0.0,0.0,,2189.0,,True,True,False,False,False,False
3019,2023-01-03 07:49:00+05:30,WG-NSR2,WG,WG-NSR,True,7,3.2,7.71,27.0,0.45,False,,,,,,,,,,,,,,,,,,
3024,2023-01-03 16:11:00+05:30,WG-NSR2,WG,WG-NSR,False,16,9.5,8.26,,,False,,,,,,,,,,,,,,,,,,
3210,2023-02-01 07:39:00+05:30,WG-NSR2,WG,WG-NSR,True,7,1.3,8.2,15.0,0.19,False,True,2023-01-03 07:49:00+05:30,3.2,7.71,27.0,0.45,,,,1000.0,2100.0,,True,True,False,False,False,False
3214,2023-02-01 16:28:00+05:30,WG-NSR2,WG,WG-NSR,False,16,5.3,8.3,,,False,True,2023-01-03 16:11:00+05:30,9.5,8.26,,,,,,,,,,,,,,
3676,2023-04-10 07:15:00+05:30,WG-NSR2,WG,WG-NSR,True,7,3.4,8.4,,0.3,False,True,2023-02-01 07:39:00+05:30,1.3,8.2,15.0,0.19,0.0,0.0,,2400.0,2100.0,,True,True,False,False,False,False
3682,2023-04-10 16:30:00+05:30,WG-NSR2,WG,WG-NSR,False,16,10.4,8.4,,,False,True,2023-02-01 16:28:00+05:30,5.3,8.3,,,0.0,0.0,,,,,,,,,,
4086,2023-05-11 07:33:00+05:30,WG-NSR2,WG,WG-NSR,True,7,1.1,8.4,24.0,0.17,False,True,2023-04-10 07:15:00+05:30,3.4,8.4,,0.3,0.0,0.0,0.0,2100.0,2200.0,300.0,True,True,False,False,False,False
4096,2023-05-11 17:19:00+05:30,WG-NSR2,WG,WG-NSR,False,17,9.2,8.5,,,False,True,2023-04-10 16:30:00+05:30,10.4,8.4,,,0.0,0.0,,,,,,,,,,
