sample_idx,sample_dt,pond_id,region,farm,morning,hour,do_mg_per_L,ph,turbidity_cm,ammonia_mg_per_L,do_winkler,prev_matches_time,prev_sample_dt,prev_do_mg_per_L,prev_ph,prev_turbidity_cm,prev_ammonia_mg_per_L,prev_individuals_air_gulping,prev_individuals_tail_splashing,prev_dead_fish,prev_feed_amount_kg,prev_stocking_density_per_acre,prev_weight,prev_species_catla,prev_species_rohu,prev_species_roopchand,prev_species_grass_carp,prev_species_pangasius,prev_species_whiteleg_shrimp
4446,2023-06-12 07:27:00+05:30,WG-NSR2,WG,WG-NSR,True,7,3.0,7.9,22.0,0.08,False,True,2023-05-11 07:33:00+05:30,1.1,8.4,24.0,0.17,0.0,0.0,0.0,2100.0,2200.0,,True,True,False,False,False,False
4450,2023-06-12 16:39:00+05:30,WG-NSR2,WG,WG-NSR,False,16,11.6,8.3,,,False,True,2023-05-11 17:19:00+05:30,9.2,8.5,,,0.0,0.0,,,,,,,,,,
4580,2023-07-13 07:34:00+05:30,WG-NSR2,WG,WG-NSR,True,7,3.3,8.1,23.0,0.09,False,True,2023-06-12 07:27:00+05:30,3.0,7.9,22.0,0.08,0.0,0.0,0.0,2460.0,2200.0,,True,True,False,False,False,False
4583,2023-07-13 17:17:00+05:30,WG-NSR2,WG,WG-NSR,False,17,8.8,8.2,,,False,True,2023-06-12 16:39:00+05:30,11.6,8.3,,,0.0,0.0,,,,,,,,,,
4713,2023-08-10 08:00:00+05:30,WG-NSR2,WG,WG-NSR,True,8,1.4,8.3,12.0,0.01,False,True,2023-07-13 07:34:00+05:30,3.3,8.1,23.0,0.09,0.0,0.0,0.0,2400.0,2200.0,,True,True,False,False,False,False
4717,2023-08-10 17:39:00+05:30,WG-NSR2,WG,WG-NSR,False,17,9.3,8.4,,,False,True,2023-07-13 17:17:00+05:30,8.8,8.2,,,0.0,0.0,,,,,,,,,,
4898,2023-09-12 06:48:00+05:30,WG-NSR2,WG,WG-NSR,True,6,3.6,7.2,21.0,0.1,False,True,2023-08-10 08:00:00+05:30,1.4,8.3,12.0,0.01,0.0,0.0,0.0,2300.0,2200.0,,True,True,False,False,False,False
4904,2023-09-12 16:15:00+05:30,WG-NSR2,WG,WG-NSR,False,16,9.7,7.6,,,False,True,2023-08-10 17:39:00+05:30,9.3,8.4,,,0.0,2.0,,,,,,,,,,
5071,2023-10-06 06:57:00+05:30,WG-NSR2,WG,WG-NSR,True,6,0.3,8.41,13.0,0.21,False,True,2023-09-12 06:48:00+05:30,3.6,7.2,21.0,0.1,0.0,0.0,0.0,2760.0,2200.0,1300.0,True,True,False,False,False,False
5078,2023-10-06 16:35:00+05:30,WG-NSR2,WG,WG-NSR,False,16,5.6,8.55,,,False,True,2023-09-12 16:15:00+05:30,9.7,7.6,,,0.0,0.0,,,,,,,,,,
6412,2024-04-10 06:10:00+05:30,WG-NSR2,WG,WG-NSR,True,6,3.9,8.32,30.0,0.11,True,True,2023-10-06 06:57:00+05:30,0.3,8.41,13.0,0.21,0.0,0.0,0.0,2000.0,2200.0,1450.0,True,True,False,False,False,False
6415,2024-04-10 16:45:00+05:30,WG-NSR2,WG,WG-NSR,False,16,8.4,8.42,,,True,True,2023-10-06 16:35:00+05:30,5.6,8.55,,,0.0,10.0,,,,,,,,,,
6570,2024-05-01 06:15:00+05:30,WG-NSR2,WG,WG-NSR,True,6,3.8,8.21,32.0,0.21,True,True,2024-04-10 06:10:00+05:30,3.9,8.32,30.0,0.11,0.0,0.0,0.0,2500.0,2345.0,,True,True,False,False,False,False
6574,2024-05-01 16:40:00+05:30,WG-NSR2,WG,WG-NSR,False,16,10.9,8.46,,,True,True,2024-04-10 16:45:00+05:30,8.4,8.42,,,0.0,0.0,0.0,,2345.0,,True,True,False,False,False,False
6809,2024-06-03 06:48:00+05:30,WG-NSR2,WG,WG-NSR,True,6,4.7,8.18,29.0,0.32,True,True,2024-05-01 06:15:00+05:30,3.8,8.21,32.0,0.21,0.0,0.0,0.0,2500.0,2345.0,,True,True,False,False,False,False
7174,2024-08-20 06:04:00+05:30,WG-NSR2,WG,WG-NSR,True,6,3.4,8.11,26.0,0.22,True,True,2024-06-03 06:48:00+05:30,4.7,8.18,29.0,0.32,0.0,0.0,0.0,2500.0,2345.0,,True,True,False,False,False,False
7177,2024-08-20 16:15:00+05:30,WG-NSR2,WG,WG-NSR,False,16,8.4,8.42,,,True,True,2024-05-01 16:40:00+05:30,10.9,8.46,,,0.0,0.0,0.0,,2345.0,,True,True,False,False,False,False
7384,2024-09-17 07:15:00+05:30,WG-NSR2,WG,WG-NSR,True,7,1.8,8.2,18.0,0.36,True,True,2024-08-20 06:04:00+05:30,3.4,8.11,26.0,0.22,0.0,0.0,0.0,2500.0,2345.0,,True,True,False,False,False,False
7386,2024-09-17 16:58:00+05:30,WG-NSR2,WG,WG-NSR,False,16,10.1,8.97,,,True,True,2024-08-20 16:15:00+05:30,8.4,8.42,,,0.0,0.0,0.0,,2345.0,,True,True,False,False,False,False
7729,2024-10-24 07:30:00+05:30,WG-NSR2,WG,WG-NSR,True,7,4.1,8.07,24.0,0.26,True,True,2024-09-17 07:15:00+05:30,1.8,8.2,18.0,0.36,0.0,0.0,0.0,2750.0,2345.0,,True,True,False,False,False,False
7896,2024-11-19 06:49:00+05:30,WG-NSR2,WG,WG-NSR,True,6,3.3,8.04,,0.26,True,True,2024-10-24 07:30:00+05:30,4.1,8.07,24.0,0.26,0.0,0.0,0.0,2750.0,2345.0,,True,True,False,False,False,False
7897,2024-11-19 15:32:00+05:30,WG-NSR2,WG,WG-NSR,False,15,10.6,8.42,,,True,True,2024-09-17 16:58:00+05:30,10.1,8.97,,,0.0,0.0,0.0,,,,,,,,,
8219,2024-12-17 06:45:00+05:30,WG-NSR2,WG,WG-NSR,True,6,3.4,7.71,,0.37,True,True,2024-11-19 06:49:00+05:30,3.3,8.04,,0.26,0.0,0.0,0.0,2750.0,2345.0,,True,True,False,False,False,False
8222,2024-12-17 15:49:00+05:30,WG-NSR2,WG,WG-NSR,False,15,8.7,8.29,,,True,True,2024-11-19 15:32:00+05:30,10.6,8.42,,,0.0,0.0,0.0,,2345.0,,True,True,False,False,False,False
6679,2024-05-14 06:25:00+05:30,WG-NSR3,WG,WG-NSR,True,6,4.1,8.21,28.0,0.11,True,,,,,,,,,,,,,,,,,,
6682,2024-05-14 16:10:00+05:30,WG-NSR3,WG,WG-NSR,False,16,8.9,8.47,,,True,,,,,,,,,,,,,,,,,,
6818,2024-06-08 06:15:00+05:30,WG-NSR3,WG,WG-NSR,True,6,4.8,7.89,24.0,0.41,True,True,2024-05-14 06:25:00+05:30,4.1,8.21,28.0,0.11,0.0,0.0,0.0,1500.0,5814.0,,True,True,False,False,False,False
7175,2024-08-20 06:15:00+05:30,WG-NSR3,WG,WG-NSR,True,6,4.2,8.04,27.0,0.31,True,True,2024-06-08 06:15:00+05:30,4.8,7.89,24.0,0.41,0.0,0.0,0.0,1700.0,5814.0,,True,True,False,False,False,False
7178,2024-08-20 16:29:00+05:30,WG-NSR3,WG,WG-NSR,False,16,10.2,8.44,,,True,True,2024-05-14 16:10:00+05:30,8.9,8.47,,,0.0,0.0,0.0,,5814.0,,True,True,False,False,False,False
8014,2024-11-19 07:15:00+05:30,WG-NSR3,WG,WG-NSR,True,7,3.6,8.21,,0.3,True,True,2024-08-20 06:15:00+05:30,4.2,8.04,27.0,0.31,0.0,0.0,0.0,1700.0,5814.0,,True,True,False,False,False,False
8015,2024-11-19 15:48:00+05:30,WG-NSR3,WG,WG-NSR,False,15,10.9,8.38,,,True,True,2024-08-20 16:29:00+05:30,10.2,8.44,,,0.0,0.0,0.0,,5814.0,,True,True,False,False,False,False
8079,2024-12-04 07:37:00+05:30,WG-NSR3,WG,WG-NSR,True,7,3.7,8.17,,0.41,True,True,2024-11-19 07:15:00+05:30,3.6,8.21,,0.3,0.0,0.0,0.0,450.0,5814.0,100.0,True,True,False,False,False,False
8081,2024-12-04 16:50:00+05:30,WG-NSR3,WG,WG-NSR,False,16,9.3,8.41,,,True,True,2024-11-19 15:48:00+05:30,10.9,8.38,,,0.0,0.0,0.0,,5814.0,100.0,True,True,False,False,False,False
8220,2024-12-17 07:15:00+05:30,WG-NSR3,WG,WG-NSR,True,7,3.8,7.62,,0.19,True,True,2024-12-04 07:37:00+05:30,3.7,8.17,,0.41,0.0,0.0,0.0,450.0,5814.0,100.0,True,True,False,False,False,False
8223,2024-12-17 16:06:00+05:30,WG-NSR3,WG,WG-NSR,False,16,8.8,8.32,,,True,True,2024-12-04 16:50:00+05:30,9.3,8.41,,,0.0,0.0,0.0,,5814.0,,True,True,False,False,False,False
6680,2024-05-14 06:55:00+05:30,WG-NSR4,WG,WG-NSR,True,6,3.6,8.19,30.0,0.26,True,,,,,,,,,,,,,,,,,,
6683,2024-05-14 16:32:00+05:30,WG-NSR4,WG,WG-NSR,False,16,9.4,8.44,,,True,,,,,,,,,,,,,,,,,,
6819,2024-06-06 06:45:00+05:30,WG-NSR4,WG,WG-NSR,True,6,3.9,7.58,30.0,0.19,True,True,2024-05-14 06:55:00+05:30,3.6,8.19,30.0,0.26,0.0,0.0,0.0,1800.0,2830.0,,True,True,False,False,False,False
7176,2024-08-20 06:40:00+05:30,WG-NSR4,WG,WG-NSR,True,6,4.5,7.92,24.0,0.14,True,True,2024-06-06 06:45:00+05:30,3.9,7.58,30.0,0.19,0.0,0.0,0.0,2500.0,2830.0,,True,True,False,False,False,False
7179,2024-08-20 17:10:00+05:30,WG-NSR4,WG,WG-NSR,False,17,10.8,8.47,,,True,True,2024-05-14 16:32:00+05:30,9.4,8.44,,,0.0,0.0,0.0,,2830.0,,True,True,False,False,False,False
7383,2024-09-17 06:35:00+05:30,WG-NSR4,WG,WG-NSR,True,6,4.3,8.4,20.0,0.19,True,True,2024-08-20 06:40:00+05:30,4.5,7.92,24.0,0.14,0.0,0.0,0.0,2500.0,2830.0,,True,True,False,False,False,False
7385,2024-09-17 16:20:00+05:30,WG-NSR4,WG,WG-NSR,False,16,8.4,8.48,,,True,True,2024-08-20 17:10:00+05:30,10.8,8.47,,,0.0,0.0,0.0,,2830.0,,True,True,False,False,False,False
8018,2024-11-28 07:15:00+05:30,WG-NSR4,WG,WG-NSR,True,7,3.7,8.04,,0.74,True,True,2024-09-17 06:35:00+05:30,4.3,8.4,20.0,0.19,0.0,0.0,0.0,990.0,2830.0,400.0,True,True,False,False,False,False
8027,2024-11-28 15:56:00+05:30,WG-NSR4,WG,WG-NSR,False,15,8.7,8.43,,,True,True,2024-09-17 16:20:00+05:30,8.4,8.48,,,0.0,0.0,0.0,,2830.0,400.0,True,True,False,False,False,False
8190,2024-12-16 07:09:00+05:30,WG-NSR4,WG,WG-NSR,True,7,4.5,7.79,,0.38,True,True,2024-11-28 07:15:00+05:30,3.7,8.04,,0.74,0.0,0.0,0.0,750.0,2358.0,,True,True,False,False,False,False
8194,2024-12-16 15:57:00+05:30,WG-NSR4,WG,WG-NSR,False,15,10.4,8.38,,,True,True,2024-11-28 15:56:00+05:30,8.7,8.43,,,0.0,0.0,0.0,,2358.0,,True,True,False,False,False,False
8339,2024-12-29 07:25:00+05:30,WG-NSR4,WG,WG-NSR,True,7,4.2,7.74,,0.22,True,True,2024-12-16 07:09:00+05:30,4.5,7.79,,0.38,0.0,0.0,0.0,750.0,2358.0,400.0,True,True,False,False,False,False
8342,2024-12-29 16:04:00+05:30,WG-NSR4,WG,WG-NSR,False,16,9.8,8.31,,,True,True,2024-12-16 15:57:00+05:30,10.4,8.38,,,0.0,0.0,0.0,,2358.0,,True,True,False,False,False,False
6825,2024-06-11 06:35:00+05:30,WG-PDR1,WG,WG-PDR,True,6,3.7,7.9,30.0,0.07,True,,,,,,,,,,,,,,,,,,
6826,2024-06-11 06:21:00+05:30,WG-PDR2,WG,WG-PDR,True,6,2.9,8.51,25.0,0.93,True,,,,,,,,,,,,,,,,,,
6936,2024-07-02 06:58:00+05:30,WG-PDR2,WG,WG-PDR,True,6,3.5,8.34,24.0,0.23,True,True,2024-06-11 06:21:00+05:30,2.9,8.51,25.0,0.93,0.0,0.0,0.0,350.0,10000.0,,True,True,False,False,False,False
5432,2023-11-28 07:13:00+05:30,WG-PKR1,WG,WG-PKR,True,7,3.3,8.49,30.0,0.42,False,,,,,,,,,,,,,,,,,,
5438,2023-11-28 16:52:00+05:30,WG-PKR1,WG,WG-PKR,False,16,11.3,8.45,,,False,,,,,,,,,,,,,,,,,,
5684,2023-12-27 07:15:00+05:30,WG-PKR1,WG,WG-PKR,True,7,2.6,8.31,29.0,0.36,False,True,2023-11-28 07:13:00+05:30,3.3,8.49,30.0,0.42,0.0,0.0,0.0,350.0,5000.0,,True,True,False,False,False,False
5685,2023-12-27 16:32:00+05:30,WG-PKR1,WG,WG-PKR,False,16,12.5,8.43,,,False,True,2023-11-28 16:52:00+05:30,11.3,8.45,,,0.0,0.0,,,,,,,,,,
5850,2024-01-25 07:15:00+05:30,WG-PKR1,WG,WG-PKR,True,7,0.2,7.94,22.0,0.63,False,True,2023-12-27 07:15:00+05:30,2.6,8.31,29.0,0.36,0.0,0.0,0.0,350.0,5000.0,,True,True,False,False,False,False
5853,2024-01-25 15:50:00+05:30,WG-PKR1,WG,WG-PKR,False,15,7.5,8.41,,,False,True,2023-12-27 16:32:00+05:30,12.5,8.43,,,0.0,0.0,0.0,,5000.0,,True,True,False,False,False,False
6050,2024-02-21 07:09:00+05:30,WG-PKR1,WG,WG-PKR,True,7,4.9,8.19,29.0,0.13,False,True,2024-01-25 07:15:00+05:30,0.2,7.94,22.0,0.63,0.0,0.0,0.0,550.0,5000.0,,True,True,False,False,False,False
6072,2024-02-21 16:20:00+05:30,WG-PKR1,WG,WG-PKR,False,16,10.4,8.41,,,False,True,2024-01-25 15:50:00+05:30,7.5,8.41,,,0.0,0.0,0.0,,5000.0,,True,True,False,False,False,False
5429,2023-11-28 06:42:00+05:30,WG-PNR1,WG,WG-PNR,True,6,3.0,8.47,26.0,0.23,False,,,,,,,,,,,,,,,,,,
5441,2023-11-28 17:12:00+05:30,WG-PNR1,WG,WG-PNR,False,17,10.6,8.46,,,False,,,,,,,,,,,,,,,,,,
5596,2023-12-15 06:58:00+05:30,WG-PNR1,WG,WG-PNR,True,6,3.9,8.03,28.0,0.18,False,True,2023-11-28 06:42:00+05:30,3.0,8.47,26.0,0.23,0.0,0.0,0.0,1500.0,1773.0,900.0,False,True,False,False,False,False
5597,2023-12-15 16:23:00+05:30,WG-PNR1,WG,WG-PNR,False,16,11.8,8.16,,,False,True,2023-11-28 17:12:00+05:30,10.6,8.46,,,0.0,0.0,,,,,,,,,,
5844,2024-01-22 07:58:00+05:30,WG-PNR1,WG,WG-PNR,True,7,3.6,8.37,23.0,0.37,False,True,2023-12-15 06:58:00+05:30,3.9,8.03,28.0,0.18,0.0,0.0,0.0,1500.0,1773.0,1000.0,True,True,False,False,False,False
5846,2024-01-22 15:36:00+05:30,WG-PNR1,WG,WG-PNR,False,15,10.9,8.41,,,False,True,2023-12-15 16:23:00+05:30,11.8,8.16,,,0.0,0.0,0.0,,,,True,True,False,False,False,False
5940,2024-02-06 07:11:00+05:30,WG-PNR1,WG,WG-PNR,True,7,3.5,8.29,26.0,0.13,False,True,2024-01-22 07:58:00+05:30,3.6,8.37,23.0,0.37,0.0,0.0,0.0,1500.0,1773.0,,True,True,False,False,False,False
5961,2024-02-06 15:37:00+05:30,WG-PNR1,WG,WG-PNR,False,15,10.4,8.35,,,False,True,2024-01-22 15:36:00+05:30,10.9,8.41,,,0.0,0.0,0.0,,1773.0,,True,True,False,False,False,False
6721,2024-05-16 06:30:00+05:30,WG-PNR1,WG,WG-PNR,True,6,3.0,8.38,24.0,0.14,True,True,2024-02-06 07:11:00+05:30,3.5,8.29,26.0,0.13,0.0,0.0,0.0,1600.0,1773.0,,True,True,False,False,False,False
6722,2024-05-16 16:05:00+05:30,WG-PNR1,WG,WG-PNR,False,16,10.8,8.5,,,True,True,2024-02-06 15:37:00+05:30,10.4,8.35,,,0.0,0.0,0.0,,1773.0,,True,True,False,False,False,False
6884,2024-06-17 06:36:00+05:30,WG-PNR1,WG,WG-PNR,True,6,3.1,8.2,29.0,0.09,True,True,2024-05-16 06:30:00+05:30,3.0,8.38,24.0,0.14,0.0,0.0,0.0,1500.0,1995.0,,True,True,False,False,False,False
7146,2024-08-20 06:35:00+05:30,WG-PNR1,WG,WG-PNR,True,6,1.1,8.24,25.0,0.28,True,True,2024-06-17 06:36:00+05:30,3.1,8.2,29.0,0.09,0.0,0.0,0.0,1500.0,1995.0,,True,True,False,False,False,False
7147,2024-08-20 16:57:00+05:30,WG-PNR1,WG,WG-PNR,False,16,8.0,8.34,,,True,True,2024-05-16 16:05:00+05:30,10.8,8.5,,,0.0,0.0,0.0,,1995.0,,True,True,False,False,False,False
7389,2024-09-18 06:40:00+05:30,WG-PNR1,WG,WG-PNR,True,6,3.8,8.1,26.0,0.24,True,True,2024-08-20 06:35:00+05:30,1.1,8.24,25.0,0.28,0.0,0.0,0.0,1750.0,1995.0,,True,True,False,False,False,False
7401,2024-09-18 16:39:00+05:30,WG-PNR1,WG,WG-PNR,False,16,11.9,8.42,,,True,True,2024-08-20 16:57:00+05:30,8.0,8.34,,,0.0,0.0,0.0,,1995.0,,True,True,False,False,False,False
7642,2024-10-16 06:29:00+05:30,WG-PNR1,WG,WG-PNR,True,6,3.3,7.83,27.0,0.24,True,True,2024-09-18 06:40:00+05:30,3.8,8.1,26.0,0.24,0.0,0.0,0.0,2000.0,1995.0,,True,True,False,False,False,False
7644,2024-10-16 16:02:00+05:30,WG-PNR1,WG,WG-PNR,False,16,8.6,8.16,,,True,True,2024-09-18 16:39:00+05:30,11.9,8.42,,,0.0,15.0,0.0,,,,,,,,,
7908,2024-11-20 07:29:00+05:30,WG-PNR1,WG,WG-PNR,True,7,3.9,8.33,,0.36,True,True,2024-10-16 06:29:00+05:30,3.3,7.83,27.0,0.24,0.0,0.0,0.0,2000.0,1995.0,700.0,True,True,False,False,False,False
7913,2024-11-20 16:32:00+05:30,WG-PNR1,WG,WG-PNR,False,16,11.6,8.47,,,True,True,2024-10-16 16:02:00+05:30,8.6,8.16,,,0.0,0.0,0.0,,1995.0,700.0,True,True,False,False,False,False
8184,2024-12-16 07:13:00+05:30,WG-PNR1,WG,WG-PNR,True,7,3.0,8.22,,0.23,True,True,2024-11-20 07:29:00+05:30,3.9,8.33,,0.36,0.0,0.0,0.0,2000.0,1995.0,800.0,True,True,False,False,False,False
8185,2024-12-16 15:50:00+05:30,WG-PNR1,WG,WG-PNR,False,15,9.4,8.46,,,True,True,2024-11-20 16:32:00+05:30,11.6,8.47,,,0.0,0.0,0.0,,1995.0,,True,True,False,False,False,False
5295,2023-11-16 07:01:00+05:30,WG-PRA1,WG,WG-PRA,True,7,3.3,8.38,29.0,0.42,False,,,,,,,,,,,,,,,,,,
5306,2023-11-16 17:01:00+05:30,WG-PRA1,WG,WG-PRA,False,17,11.3,8.42,,,False,,,,,,,,,,,,,,,,,,
5491,2023-12-07 07:24:00+05:30,WG-PRA1,WG,WG-PRA,True,7,1.6,8.06,24.0,0.26,False,True,2023-11-16 07:01:00+05:30,3.3,8.38,29.0,0.42,0.0,0.0,0.0,1500.0,2700.0,,True,True,False,False,False,False
5497,2023-12-07 16:23:00+05:30,WG-PRA1,WG,WG-PRA,False,16,10.4,8.31,,,False,True,2023-11-16 17:01:00+05:30,11.3,8.42,,,0.0,0.0,,,,,,,,,,
5704,2024-01-02 06:45:00+05:30,WG-PRA1,WG,WG-PRA,True,6,2.4,7.85,28.0,0.32,False,True,2023-12-07 07:24:00+05:30,1.6,8.06,24.0,0.26,0.0,0.0,0.0,1500.0,,,,,,,,
5708,2024-01-02 15:35:00+05:30,WG-PRA1,WG,WG-PRA,False,15,8.8,8.45,,,False,True,2023-12-07 16:23:00+05:30,10.4,8.31,,,0.0,0.0,0.0,,,,,,,,,
5978,2024-02-03 07:10:00+05:30,WG-PRA1,WG,WG-PRA,True,7,4.5,8.21,30.0,0.19,False,True,2024-01-02 06:45:00+05:30,2.4,7.85,28.0,0.32,8.0,0.0,0.0,1500.0,2700.0,,True,True,False,False,False,False
5979,2024-02-03 16:10:00+05:30,WG-PRA1,WG,WG-PRA,False,16,10.6,8.41,,,False,True,2024-01-02 15:35:00+05:30,8.8,8.45,,,0.0,0.0,0.0,,2700.0,,True,True,False,False,False,False
6138,2024-03-03 07:40:00+05:30,WG-PRA1,WG,WG-PRA,True,7,4.9,8.29,30.0,0.16,True,True,2024-02-03 07:10:00+05:30,4.5,8.21,30.0,0.19,0.0,0.0,0.0,250.0,3512.0,200.0,True,True,False,False,False,False
6141,2024-03-03 16:30:00+05:30,WG-PRA1,WG,WG-PRA,False,16,10.8,8.44,,,True,True,2024-02-03 16:10:00+05:30,10.6,8.41,,,0.0,0.0,0.0,,3512.0,,True,True,False,False,False,False
6344,2024-04-02 07:18:00+05:30,WG-PRA1,WG,WG-PRA,True,7,4.8,8.39,28.0,0.3,True,True,2024-03-03 07:40:00+05:30,4.9,8.29,30.0,0.16,0.0,0.0,0.0,450.0,3512.0,,True,True,False,False,False,False
6348,2024-04-02 16:36:00+05:30,WG-PRA1,WG,WG-PRA,False,16,10.3,8.44,,,True,True,2024-03-03 16:30:00+05:30,10.8,8.44,,,0.0,0.0,0.0,,3512.0,,True,True,False,False,False,False
6606,2024-05-02 07:08:00+05:30,WG-PRA1,WG,WG-PRA,True,7,4.1,8.21,28.0,0.26,True,True,2024-04-02 07:18:00+05:30,4.8,8.39,28.0,0.3,0.0,0.0,0.0,1500.0,3512.0,,True,True,False,False,False,False
6610,2024-05-02 17:19:00+05:30,WG-PRA1,WG,WG-PRA,False,17,9.5,8.47,,,True,True,2024-04-02 16:36:00+05:30,10.3,8.44,,,0.0,0.0,0.0,,3512.0,,True,True,False,False,False,False
6867,2024-06-13 06:30:00+05:30,WG-PRA1,WG,WG-PRA,True,6,3.6,8.11,29.0,0.11,True,True,2024-05-02 07:08:00+05:30,4.1,8.21,28.0,0.26,0.0,0.0,0.0,1500.0,3512.0,,True,True,False,False,False,False
7005,2024-07-16 06:20:00+05:30,WG-PRA1,WG,WG-PRA,True,6,3.4,8.32,29.0,0.87,True,True,2024-06-13 06:30:00+05:30,3.6,8.11,29.0,0.11,0.0,0.0,0.0,950.0,2773.0,,True,True,False,False,False,False
7319,2024-09-12 06:30:00+05:30,WG-PRA1,WG,WG-PRA,True,6,3.1,8.46,30.0,0.25,True,True,2024-07-16 06:20:00+05:30,3.4,8.32,29.0,0.87,11.0,0.0,0.0,1000.0,,,,,,,,
7322,2024-09-12 16:15:00+05:30,WG-PRA1,WG,WG-PRA,False,16,8.3,8.98,,,True,True,2024-05-02 17:19:00+05:30,9.5,8.47,,,0.0,0.0,0.0,,3512.0,,True,True,False,False,False,False
7527,2024-10-03 06:15:00+05:30,WG-PRA1,WG,WG-PRA,True,6,3.5,8.01,29.0,0.11,True,True,2024-09-12 06:30:00+05:30,3.1,8.46,30.0,0.25,0.0,0.0,0.0,1375.0,2773.0,960.0,True,True,False,False,False,False
7532,2024-10-03 16:10:00+05:30,WG-PRA1,WG,WG-PRA,False,16,11.3,8.41,,,True,True,2024-09-12 16:15:00+05:30,8.3,8.98,,,0.0,0.0,0.0,,2773.0,960.0,True,True,False,False,False,False
8067,2024-12-03 06:41:00+05:30,WG-PRA1,WG,WG-PRA,True,6,3.4,7.79,,0.36,True,True,2024-10-03 06:15:00+05:30,3.5,8.01,29.0,0.11,0.0,0.0,0.0,1375.0,2773.0,970.0,True,True,False,False,False,False
8075,2024-12-03 16:10:00+05:30,WG-PRA1,WG,WG-PRA,False,16,10.4,8.28,,,True,True,2024-10-03 16:10:00+05:30,11.3,8.41,,,0.0,0.0,0.0,,2773.0,,True,True,False,False,False,False
8179,2024-12-15 07:10:00+05:30,WG-PRA1,WG,WG-PRA,True,7,3.8,8.04,,0.32,True,True,2024-12-03 06:41:00+05:30,3.4,7.79,,0.36,0.0,0.0,0.0,1100.0,,,,,,,,
8183,2024-12-15 16:15:00+05:30,WG-PRA1,WG,WG-PRA,False,16,11.2,8.42,,,True,True,2024-12-03 16:10:00+05:30,10.4,8.28,,,0.0,0.0,0.0,,2542.0,,True,True,False,False,False,False
8331,2024-12-28 06:37:00+05:30,WG-PRA1,WG,WG-PRA,True,6,3.4,7.94,,0.21,True,True,2024-12-15 07:10:00+05:30,3.8,8.04,,0.32,0.0,0.0,0.0,1100.0,2542.0,200.0,True,True,False,False,False,False
8334,2024-12-28 15:38:00+05:30,WG-PRA1,WG,WG-PRA,False,15,8.4,8.38,,,True,True,2024-12-15 16:15:00+05:30,11.2,8.42,,,0.0,0.0,0.0,,2542.0,,True,True,False,False,False,False
5299,2023-11-16 07:20:00+05:30,WG-PRA2,WG,WG-PRA,True,7,3.5,8.13,36.0,0.21,False,,,,,,,,,,,,,,,,,,
5307,2023-11-16 17:15:00+05:30,WG-PRA2,WG,WG-PRA,False,17,10.5,8.28,,,False,,,,,,,,,,,,,,,,,,
5492,2023-12-07 07:36:00+05:30,WG-PRA2,WG,WG-PRA,True,7,4.9,8.19,34.0,0.41,False,True,2023-11-16 07:20:00+05:30,3.5,8.13,36.0,0.21,0.0,0.0,0.0,350.0,11666.0,,True,True,False,False,False,False
5499,2023-12-07 16:35:00+05:30,WG-PRA2,WG,WG-PRA,False,16,11.8,8.35,,,False,True,2023-11-16 17:15:00+05:30,10.5,8.28,,,0.0,6.0,,,,,,,,,,
5705,2024-01-02 07:02:00+05:30,WG-PRA2,WG,WG-PRA,True,7,3.4,8.06,32.0,0.19,False,True,2023-12-07 07:36:00+05:30,4.9,8.19,34.0,0.41,0.0,0.0,0.0,350.0,,,,,,,,
5709,2024-01-02 15:41:00+05:30,WG-PRA2,WG,WG-PRA,False,15,12.8,8.41,,,False,True,2023-12-07 16:35:00+05:30,11.8,8.35,,,0.0,0.0,0.0,,,,,,,,,
6154,2024-03-03 07:50:00+05:30,WG-PRA2,WG,WG-PRA,True,7,4.9,8.29,30.0,0.16,True,True,2024-01-02 07:02:00+05:30,3.4,8.06,32.0,0.19,0.0,0.0,0.0,400.0,11666.0,,True,True,False,False,False,False
6155,2024-03-03 16:30:00+05:30,WG-PRA2,WG,WG-PRA,False,16,10.8,8.44,,,True,True,2024-01-02 15:41:00+05:30,12.8,8.41,,,0.0,0.0,0.0,,11666.0,,True,True,False,False,False,False
6345,2024-04-02 07:45:00+05:30,WG-PRA2,WG,WG-PRA,True,7,3.2,8.37,29.0,0.12,True,True,2024-03-03 07:50:00+05:30,4.9,8.29,30.0,0.16,0.0,0.0,0.0,100.0,14911.0,,True,True,False,False,False,False
6349,2024-04-02 16:50:00+05:30,WG-PRA2,WG,WG-PRA,False,16,10.6,8.41,,,True,True,2024-03-03 16:30:00+05:30,10.8,8.44,,,0.0,0.0,0.0,,14911.0,,True,True,False,False,False,False
6607,2024-05-02 07:30:00+05:30,WG-PRA2,WG,WG-PRA,True,7,3.2,8.25,29.0,0.11,True,True,2024-04-02 07:45:00+05:30,3.2,8.37,29.0,0.12,0.0,0.0,0.0,100.0,14911.0,,True,True,False,False,False,False
6611,2024-05-02 17:30:00+05:30,WG-PRA2,WG,WG-PRA,False,17,9.2,8.48,,,True,True,2024-04-02 16:50:00+05:30,10.6,8.41,,,0.0,0.0,0.0,,14911.0,,True,True,False,False,False,False
6810,2024-06-04 07:41:00+05:30,WG-PRA2,WG,WG-PRA,True,7,3.8,8.11,24.0,0.38,True,True,2024-05-02 07:30:00+05:30,3.2,8.25,29.0,0.11,0.0,0.0,0.0,150.0,14911.0,,True,True,False,False,False,False
